month,division,line,day_type,reporting_category,subcategory,delays
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,12
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,152
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other Infrastructure,2
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Other Internal Disruptions,5
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,1
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,26
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,34
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Signal Modernization Capital Project,2
2025-03-01,B DIVISION,C,1,Operating Conditions,Other Operating Environment,210
2025-03-01,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,99
2025-03-01,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,146
2025-03-01,B DIVISION,C,1,Planned ROW Work,Work Equipment,33
2025-03-01,B DIVISION,C,1,Police & Medical,Persons on Roadbed,30
2025-03-01,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",223
2025-03-01,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,61
2025-03-01,B DIVISION,C,2,Crew Availability,Crew Availability,22
2025-03-01,B DIVISION,C,2,External Factors,External Debris on Roadbed,10
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Braking,6
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Door-Related,1
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,4
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,67
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,3
2025-03-01,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,26
2025-03-01,B DIVISION,C,2,Operating Conditions,Other Operating Environment,30
2025-03-01,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,151
2025-03-01,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,63
2025-03-01,B DIVISION,C,2,Planned ROW Work,Work Equipment,1
2025-03-01,B DIVISION,C,2,Police & Medical,Persons on Roadbed,24
2025-03-01,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",74
2025-03-01,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,16
2025-03-01,B DIVISION,D,1,Crew Availability,Crew Availability,55
2025-03-01,B DIVISION,D,1,External Factors,External Agency or Utility,80
2025-03-01,B DIVISION,D,1,External Factors,External Debris on Roadbed,5
2025-03-01,B DIVISION,D,1,External Factors,Inclement Weather,25
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Braking,4
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,12
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",38
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,168
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,103
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,12
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Other Internal Disruptions,3
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,10
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,51
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,26
2025-03-01,B DIVISION,D,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,14
2025-03-01,B DIVISION,D,1,Operating Conditions,Other Operating Environment,40
2025-03-01,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,195
2025-03-01,B DIVISION,D,1,Planned ROW Work,Work Equipment,115
2025-03-01,B DIVISION,D,1,Police & Medical,Persons on Roadbed,29
2025-03-01,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",175
2025-03-01,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,44
2025-03-01,B DIVISION,D,2,Crew Availability,Crew Availability,44
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Braking,2
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Door-Related,1
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,2
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,10
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,9
2025-03-01,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,3
2025-03-01,B DIVISION,D,2,Operating Conditions,Other Operating Environment,3
2025-03-01,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,64
2025-03-01,B DIVISION,D,2,Police & Medical,Persons on Roadbed,12
2025-03-01,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",76
2025-03-01,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,13
2025-03-01,B DIVISION,E,1,Crew Availability,Crew Availability,37
2025-03-01,B DIVISION,E,1,External Factors,External Agency or Utility,21
2025-03-01,B DIVISION,E,1,External Factors,External Debris on Roadbed,14
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Braking,6
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,25
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",33
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,237
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,71
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,25
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,50
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Propulsion,7
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,121
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,15
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Signal Modernization Capital Project,81
2025-03-01,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,47
2025-03-01,B DIVISION,E,1,Operating Conditions,Other Operating Environment,93
2025-03-01,B DIVISION,E,1,Planned ROW Work,Capital Work - Other Planned ROW,58
2025-03-01,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,565
2025-03-01,B DIVISION,E,1,Planned ROW Work,Work Equipment,26
2025-03-01,B DIVISION,E,1,Police & Medical,Persons on Roadbed,240
2025-03-01,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",161
2025-03-01,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,48
2025-03-01,B DIVISION,E,2,Crew Availability,Crew Availability,7
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Braking,2
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Other - CE,1
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,2
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,2
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Rail and Roadbed,13
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,9
2025-03-01,B DIVISION,E,2,Infrastructure & Equipment,Signal Modernization Capital Project,6
2025-03-01,B DIVISION,E,2,Operating Conditions,Other Operating Environment,2
2025-03-01,B DIVISION,E,2,Planned ROW Work,Capital Work - Other Planned ROW,14
2025-03-01,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,178
2025-03-01,B DIVISION,E,2,Planned ROW Work,Work Equipment,2
2025-03-01,B DIVISION,E,2,Police & Medical,Persons on Roadbed,15
2025-03-01,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",45
2025-03-01,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,4
2025-03-01,B DIVISION,F,1,Crew Availability,Crew Availability,67
2025-03-01,B DIVISION,F,1,External Factors,External Agency or Utility,92
2025-03-01,B DIVISION,F,1,External Factors,External Debris on Roadbed,12
2025-03-01,B DIVISION,F,1,External Factors,Inclement Weather,9
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Braking,19
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,14
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",11
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,75
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,97
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,117
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,90
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,105
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,84
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,28
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Signal Modernization Capital Project,116
2025-03-01,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,30
2025-03-01,B DIVISION,F,1,Operating Conditions,Other Operating Environment,124
2025-03-01,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,26
2025-03-01,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,533
2025-03-01,B DIVISION,F,1,Planned ROW Work,Work Equipment,45
2025-03-01,B DIVISION,F,1,Police & Medical,Persons on Roadbed,237
2025-03-01,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",203
2025-03-01,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,46
2025-03-01,B DIVISION,F,2,Crew Availability,Crew Availability,20
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Braking,1
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,9
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,4
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other Infrastructure,1
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,5
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,3
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,10
2025-03-01,B DIVISION,F,2,Infrastructure & Equipment,Signal Modernization Capital Project,32
2025-03-01,B DIVISION,F,2,Operating Conditions,Other Operating Environment,42
2025-03-01,B DIVISION,F,2,Planned ROW Work,Capital Work - Other Planned ROW,250
2025-03-01,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,174
2025-03-01,B DIVISION,F,2,Planned ROW Work,Work Equipment,5
2025-03-01,B DIVISION,F,2,Police & Medical,Persons on Roadbed,11
2025-03-01,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",62
2025-03-01,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,7
2025-03-01,B DIVISION,G,1,Crew Availability,Crew Availability,34
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Braking,12
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,14
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,31
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,95
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,40
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Other Internal Disruptions,17
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Propulsion,21
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,27
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,19
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Signal Modernization Capital Project,18
2025-03-01,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2025-03-01,B DIVISION,G,1,Operating Conditions,Other Operating Environment,190
2025-03-01,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,43
2025-03-01,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,427
2025-03-01,B DIVISION,G,1,Planned ROW Work,Work Equipment,16
2025-03-01,B DIVISION,G,1,Police & Medical,Persons on Roadbed,26
2025-03-01,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",130
2025-03-01,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,20
2025-03-01,B DIVISION,G,2,Crew Availability,Crew Availability,8
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Braking,6
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Door-Related,8
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Other - CE,25
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,10
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Other Infrastructure,1
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Other Internal Disruptions,17
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Propulsion,18
2025-03-01,B DIVISION,G,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-03-01,B DIVISION,G,2,Operating Conditions,Other Operating Environment,19
2025-03-01,B DIVISION,G,2,Planned ROW Work,Capital Work - Other Planned ROW,246
2025-03-01,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,69
2025-03-01,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",61
2025-03-01,B DIVISION,G,2,Police & Medical,Sick/Injured Customer,2
2025-03-01,B DIVISION,JZ,1,Crew Availability,Crew Availability,55
2025-03-01,B DIVISION,JZ,1,External Factors,External Debris on Roadbed,36
2025-03-01,B DIVISION,JZ,1,External Factors,Inclement Weather,5
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Braking,47
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,7
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,2
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,133
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,3
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,27
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,15
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,8
2025-03-01,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,25
2025-03-01,B DIVISION,JZ,1,Operating Conditions,Other Operating Environment,46
2025-03-01,B DIVISION,JZ,1,Planned ROW Work,Capital Work - Other Planned ROW,25
2025-03-01,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,121
2025-03-01,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,8
2025-03-01,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,12
2025-03-01,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",79
2025-03-01,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,56
2025-03-01,B DIVISION,JZ,2,Crew Availability,Crew Availability,25
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Braking,4
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,14
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Other Infrastructure,2
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Rail and Roadbed,2
2025-03-01,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,4
2025-03-01,B DIVISION,JZ,2,Operating Conditions,Other Operating Environment,8
2025-03-01,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,17
2025-03-01,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,97
2025-03-01,B DIVISION,JZ,2,Planned ROW Work,Work Equipment,4
2025-03-01,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",53
2025-03-01,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,17
2025-03-01,B DIVISION,L,1,Crew Availability,Crew Availability,38
2025-03-01,B DIVISION,L,1,External Factors,External Debris on Roadbed,1
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Braking,108
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other - CE,80
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,37
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Other Infrastructure,44
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Propulsion,14
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,3
2025-03-01,B DIVISION,L,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,5
2025-03-01,B DIVISION,L,1,Operating Conditions,Other Operating Environment,5
2025-03-01,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,28
2025-03-01,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,175
2025-03-01,B DIVISION,L,1,Planned ROW Work,Work Equipment,6
2025-03-01,B DIVISION,L,1,Police & Medical,Persons on Roadbed,140
2025-03-01,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",89
2025-03-01,B DIVISION,L,1,Police & Medical,Sick/Injured Customer,26
2025-03-01,B DIVISION,L,2,Crew Availability,Crew Availability,17
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Braking,3
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Other - CE,44
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Other Infrastructure,16
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Other Internal Disruptions,5
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Propulsion,11
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Signal Modernization Capital Project,2
2025-03-01,B DIVISION,L,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,26
2025-03-01,B DIVISION,L,2,Operating Conditions,Other Operating Environment,1
2025-03-01,B DIVISION,L,2,Planned ROW Work,Subways Maintenance,1
2025-03-01,B DIVISION,L,2,Planned ROW Work,Work Equipment,3
2025-03-01,B DIVISION,L,2,Police & Medical,"Public Conduct, Crime, Police Response",11
2025-03-01,B DIVISION,L,2,Police & Medical,Sick/Injured Customer,19
2025-03-01,B DIVISION,M,1,Crew Availability,Crew Availability,36
2025-03-01,B DIVISION,M,1,External Factors,External Agency or Utility,52
2025-03-01,B DIVISION,M,1,External Factors,External Debris on Roadbed,32
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Braking,15
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Door-Related,16
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other - CE,23
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other - Sig,69
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other Infrastructure,18
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Other Internal Disruptions,69
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Propulsion,5
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Rail and Roadbed,47
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Service Delivery,21
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Signal Modernization Capital Project,66
2025-03-01,B DIVISION,M,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,16
2025-03-01,B DIVISION,M,1,Operating Conditions,Other Operating Environment,102
2025-03-01,B DIVISION,M,1,Planned ROW Work,Capital Work - Other Planned ROW,16
2025-03-01,B DIVISION,M,1,Planned ROW Work,Subways Maintenance,50
2025-03-01,B DIVISION,M,1,Planned ROW Work,Work Equipment,11
2025-03-01,B DIVISION,M,1,Police & Medical,Persons on Roadbed,150
2025-03-01,B DIVISION,M,1,Police & Medical,"Public Conduct, Crime, Police Response",117
2025-03-01,B DIVISION,M,1,Police & Medical,Sick/Injured Customer,37
2025-03-01,B DIVISION,M,2,Crew Availability,Crew Availability,1
2025-03-01,B DIVISION,M,2,Infrastructure & Equipment,Rail and Roadbed,15
2025-03-01,B DIVISION,M,2,Operating Conditions,Other Operating Environment,1
2025-03-01,B DIVISION,M,2,Planned ROW Work,Subways Maintenance,13
2025-03-01,B DIVISION,M,2,Planned ROW Work,Work Equipment,1
2025-03-01,B DIVISION,M,2,Police & Medical,"Public Conduct, Crime, Police Response",1
2025-03-01,B DIVISION,N,1,Crew Availability,Crew Availability,57
2025-03-01,B DIVISION,N,1,External Factors,External Agency or Utility,108
2025-03-01,B DIVISION,N,1,External Factors,External Debris on Roadbed,26
2025-03-01,B DIVISION,N,1,External Factors,Inclement Weather,28
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Braking,49
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Door-Related,46
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,"Fire, Smoke, Debris",31
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other - CE,154
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other - Sig,278
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other Infrastructure,62
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Other Internal Disruptions,9
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Propulsion,39
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Rail and Roadbed,76
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Service Delivery,31
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Signal Modernization Capital Project,3
2025-03-01,B DIVISION,N,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,36
2025-03-01,B DIVISION,N,1,Operating Conditions,Other Operating Environment,102
2025-03-01,B DIVISION,N,1,Planned ROW Work,Subways Maintenance,329
2025-03-01,B DIVISION,N,1,Planned ROW Work,Work Equipment,129
2025-03-01,B DIVISION,N,1,Police & Medical,Persons on Roadbed,34
2025-03-01,B DIVISION,N,1,Police & Medical,"Public Conduct, Crime, Police Response",282
2025-03-01,B DIVISION,N,1,Police & Medical,Sick/Injured Customer,34
2025-03-01,B DIVISION,N,2,Crew Availability,Crew Availability,23
2025-03-01,B DIVISION,N,2,External Factors,External Debris on Roadbed,7
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Braking,12
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Door-Related,14
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,"Fire, Smoke, Debris",22
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other - CE,39
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Other - Sig,54
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Propulsion,20
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Rail and Roadbed,9
2025-03-01,B DIVISION,N,2,Infrastructure & Equipment,Service Delivery,15
2025-03-01,B DIVISION,N,2,Operating Conditions,Other Operating Environment,41
2025-03-01,B DIVISION,N,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-03-01,B DIVISION,N,2,Planned ROW Work,Subways Maintenance,105
2025-03-01,B DIVISION,N,2,Planned ROW Work,Work Equipment,22
2025-03-01,B DIVISION,N,2,Police & Medical,Persons on Roadbed,10
2025-03-01,B DIVISION,N,2,Police & Medical,"Public Conduct, Crime, Police Response",84
2025-03-01,B DIVISION,N,2,Police & Medical,Sick/Injured Customer,23
2025-03-01,B DIVISION,Q,1,Crew Availability,Crew Availability,30
2025-03-01,B DIVISION,Q,1,External Factors,External Agency or Utility,61
2025-03-01,B DIVISION,Q,1,External Factors,External Debris on Roadbed,36
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Braking,66
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Door-Related,45
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,"Fire, Smoke, Debris",13
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - CE,104
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other - Sig,126
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Other Infrastructure,9
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Propulsion,7
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Rail and Roadbed,45
2025-03-01,B DIVISION,Q,1,Infrastructure & Equipment,Service Delivery,45
2025-03-01,B DIVISION,Q,1,Operating Conditions,Other Operating Environment,88
2025-03-01,B DIVISION,Q,1,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-03-01,B DIVISION,Q,1,Planned ROW Work,Subways Maintenance,164
2025-03-01,B DIVISION,Q,1,Planned ROW Work,Work Equipment,36
2025-03-01,B DIVISION,Q,1,Police & Medical,Persons on Roadbed,67
2025-03-01,B DIVISION,Q,1,Police & Medical,"Public Conduct, Crime, Police Response",189
2025-03-01,B DIVISION,Q,1,Police & Medical,Sick/Injured Customer,41
2025-03-01,B DIVISION,Q,2,Crew Availability,Crew Availability,18
2025-03-01,B DIVISION,Q,2,External Factors,External Debris on Roadbed,20
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Braking,6
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Door-Related,4
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - CE,8
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other - Sig,18
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Other Infrastructure,1
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Propulsion,11
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Rail and Roadbed,4
2025-03-01,B DIVISION,Q,2,Infrastructure & Equipment,Service Delivery,5
2025-03-01,B DIVISION,Q,2,Operating Conditions,Other Operating Environment,17
2025-03-01,B DIVISION,Q,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-03-01,B DIVISION,Q,2,Planned ROW Work,Subways Maintenance,69
2025-03-01,B DIVISION,Q,2,Planned ROW Work,Work Equipment,9
2025-03-01,B DIVISION,Q,2,Police & Medical,Persons on Roadbed,1
2025-03-01,B DIVISION,Q,2,Police & Medical,"Public Conduct, Crime, Police Response",43
2025-03-01,B DIVISION,Q,2,Police & Medical,Sick/Injured Customer,15
2025-03-01,B DIVISION,R,1,Crew Availability,Crew Availability,50
2025-03-01,B DIVISION,R,1,External Factors,External Agency or Utility,29
2025-03-01,B DIVISION,R,1,External Factors,External Debris on Roadbed,17
2025-03-01,B DIVISION,R,1,External Factors,Inclement Weather,2
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Braking,4
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Door-Related,16
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Other - CE,123
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Other - Sig,97
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Other Infrastructure,52
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Other Internal Disruptions,21
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Propulsion,4
2025-03-01,B DIVISION,R,1,Infrastructure & Equipment,Rail and Roadbed,59
