month,division,line,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2015-01-01,A DIVISION,1,1,offpeak,17864,22636,78.9185368
2015-01-01,A DIVISION,1,1,peak,10540,15019,70.1777748
2015-01-01,A DIVISION,1,2,offpeak,6601,7496,88.0602988
2015-01-01,A DIVISION,1,2,peak,3177,3656,86.8982495
2015-01-01,A DIVISION,2,1,offpeak,18357,24256,75.6802441
2015-01-01,A DIVISION,2,1,peak,10154,15882,63.9340133
2015-01-01,A DIVISION,2,2,offpeak,5746,7373,77.9329988
2015-01-01,A DIVISION,2,2,peak,2964,3768,78.6624204
2015-01-01,A DIVISION,3,1,offpeak,16719,21119,79.1656802
2015-01-01,A DIVISION,3,1,peak,9500,13575,69.9815838
2015-01-01,A DIVISION,3,2,offpeak,4534,5356,84.6527259
2015-01-01,A DIVISION,3,2,peak,2304,2730,84.3956044
2015-01-01,A DIVISION,4,1,offpeak,20484,27717,73.9041022
2015-01-01,A DIVISION,4,1,peak,12832,20912,61.3618975
2015-01-01,A DIVISION,4,2,offpeak,7801,10751,72.560692
2015-01-01,A DIVISION,4,2,peak,4102,5866,69.928401
2015-01-01,A DIVISION,5,1,offpeak,15190,21279,71.3849335
2015-01-01,A DIVISION,5,1,peak,10417,17393,59.8919105
2015-01-01,A DIVISION,5,2,offpeak,2743,4107,66.78841
2015-01-01,A DIVISION,5,2,peak,1308,2214,59.0785908
2015-01-01,A DIVISION,6,1,offpeak,17334,25667,67.5341879
2015-01-01,A DIVISION,6,1,peak,11017,18713,58.8735104
2015-01-01,A DIVISION,6,2,offpeak,3572,4587,77.8722477
2015-01-01,A DIVISION,6,2,peak,1797,2392,75.1254181
2015-01-01,A DIVISION,7,1,offpeak,11078,14068,78.7460904
2015-01-01,A DIVISION,7,1,peak,8081,12022,67.2184329
2015-01-01,A DIVISION,7,2,offpeak,2845,3369,84.4464233
2015-01-01,A DIVISION,7,2,peak,1536,1905,80.6299213
2015-01-01,A DIVISION,S 42nd,1,offpeak,5214,5683,91.7473166
2015-01-01,A DIVISION,S 42nd,1,peak,4437,5746,77.2189349
2015-01-01,A DIVISION,S 42nd,2,offpeak,1910,1928,99.06639
2015-01-01,A DIVISION,S 42nd,2,peak,1120,1132,98.9399293
2015-01-01,B DIVISION,A,1,offpeak,12769,17775,71.8368495
2015-01-01,B DIVISION,A,1,peak,8799,13182,66.7501138
2015-01-01,B DIVISION,A,2,offpeak,4624,7027,65.80333
2015-01-01,B DIVISION,A,2,peak,2447,3870,63.2299742
2015-01-01,B DIVISION,B,1,offpeak,7096,8496,83.5216573
2015-01-01,B DIVISION,B,1,peak,5548,7452,74.4498121
2015-01-01,B DIVISION,C,1,offpeak,8170,10522,77.6468352
2015-01-01,B DIVISION,C,1,peak,4776,6508,73.3866011
2015-01-01,B DIVISION,C,2,offpeak,2803,3123,89.7534422
2015-01-01,B DIVISION,C,2,peak,1638,1876,87.3134328
2015-01-01,B DIVISION,D,1,offpeak,10568,12823,82.4144116
2015-01-01,B DIVISION,D,1,peak,6361,8377,75.9341053
2015-01-01,B DIVISION,D,2,offpeak,4694,6011,78.090168
2015-01-01,B DIVISION,D,2,peak,2540,3194,79.5241077
2015-01-01,B DIVISION,E,1,offpeak,9770,12970,75.3276793
2015-01-01,B DIVISION,E,1,peak,6368,9265,68.7317863
2015-01-01,B DIVISION,E,2,offpeak,3027,3687,82.0992677
2015-01-01,B DIVISION,E,2,peak,1501,1890,79.4179894
2015-01-01,B DIVISION,F,1,offpeak,13987,19279,72.5504435
2015-01-01,B DIVISION,F,1,peak,9105,13907,65.4706263
2015-01-01,B DIVISION,F,2,offpeak,4579,5705,80.2629273
2015-01-01,B DIVISION,F,2,peak,2335,2922,79.9110198
2015-01-01,B DIVISION,G,1,offpeak,4489,5310,84.5386064
2015-01-01,B DIVISION,G,1,peak,2706,3311,81.7275748
2015-01-01,B DIVISION,G,2,offpeak,1467,1575,93.1428571
2015-01-01,B DIVISION,G,2,peak,755,818,92.2982885
2015-01-01,B DIVISION,JZ,1,offpeak,8660,10358,83.6068739
2015-01-01,B DIVISION,JZ,1,peak,5783,7630,75.7929227
2015-01-01,B DIVISION,JZ,2,offpeak,3357,3546,94.6700508
2015-01-01,B DIVISION,JZ,2,peak,1838,1963,93.6321956
2015-01-01,B DIVISION,L,1,offpeak,17474,21494,81.2971062
2015-01-01,B DIVISION,L,1,peak,10447,13734,76.0666958
2015-01-01,B DIVISION,L,2,offpeak,6436,8406,76.5643588
2015-01-01,B DIVISION,L,2,peak,3251,4170,77.9616307
2015-01-01,B DIVISION,M,1,offpeak,9901,12465,79.4304051
2015-01-01,B DIVISION,M,1,peak,5803,8153,71.1762541
2015-01-01,B DIVISION,M,2,offpeak,1260,1298,97.0724191
2015-01-01,B DIVISION,M,2,peak,743,773,96.1190168
2015-01-01,B DIVISION,N,1,offpeak,13021,16595,78.4633926
2015-01-01,B DIVISION,N,1,peak,6986,9594,72.8163435
2015-01-01,B DIVISION,N,2,offpeak,4880,6016,81.1170213
2015-01-01,B DIVISION,N,2,peak,2574,3101,83.0054821
2015-01-01,B DIVISION,Q,1,offpeak,9655,12118,79.6748638
2015-01-01,B DIVISION,Q,1,peak,5852,7830,74.7381865
2015-01-01,B DIVISION,Q,2,offpeak,3191,3667,87.0193619
2015-01-01,B DIVISION,Q,2,peak,1595,1873,85.1575013
2015-01-01,B DIVISION,R,1,offpeak,12539,16334,76.7662544
2015-01-01,B DIVISION,R,1,peak,7915,11219,70.5499599
2015-01-01,B DIVISION,R,2,offpeak,4543,5397,84.1763943
2015-01-01,B DIVISION,R,2,peak,2373,2878,82.4530924
2015-01-01,B DIVISION,S Fkln,1,offpeak,1641,1867,87.8950187
2015-01-01,B DIVISION,S Fkln,1,peak,1050,1122,93.5828877
2015-01-01,B DIVISION,S Fkln,2,offpeak,496,509,97.4459725
2015-01-01,B DIVISION,S Fkln,2,peak,262,278,94.2446043
2015-01-01,B DIVISION,S Rock,1,offpeak,1557,1703,91.4268937
2015-01-01,B DIVISION,S Rock,1,peak,813,869,93.5558113
2015-01-01,B DIVISION,S Rock,2,offpeak,659,687,95.9243086
2015-01-01,B DIVISION,S Rock,2,peak,344,357,96.3585434
2015-02-01,A DIVISION,1,1,offpeak,17234,21433,80.4087155
2015-02-01,A DIVISION,1,1,peak,9940,14323,69.398869
2015-02-01,A DIVISION,1,2,offpeak,5705,6625,86.1132075
2015-02-01,A DIVISION,1,2,peak,2891,3217,89.8663351
2015-02-01,A DIVISION,2,1,offpeak,17027,22847,74.526196
2015-02-01,A DIVISION,2,1,peak,9561,15025,63.6339434
2015-02-01,A DIVISION,2,2,offpeak,5621,7290,77.1056241
2015-02-01,A DIVISION,2,2,peak,2994,3722,80.4406233
2015-02-01,A DIVISION,3,1,offpeak,16003,20081,79.6922464
2015-02-01,A DIVISION,3,1,peak,9004,12794,70.3767391
2015-02-01,A DIVISION,3,2,offpeak,3789,4640,81.6594828
2015-02-01,A DIVISION,3,2,peak,2021,2343,86.2569356
2015-02-01,A DIVISION,4,1,offpeak,19873,26258,75.6836012
2015-02-01,A DIVISION,4,1,peak,12529,19971,62.7359672
2015-02-01,A DIVISION,4,2,offpeak,5762,8008,71.953047
2015-02-01,A DIVISION,4,2,peak,3190,4342,73.4684477
2015-02-01,A DIVISION,5,1,offpeak,14681,20539,71.4786504
2015-02-01,A DIVISION,5,1,peak,9600,16844,56.9935882
2015-02-01,A DIVISION,5,2,offpeak,1766,2034,86.8239921
2015-02-01,A DIVISION,5,2,peak,883,1112,79.4064748
2015-02-01,A DIVISION,6,1,offpeak,15710,24578,63.9189519
2015-02-01,A DIVISION,6,1,peak,10009,17988,55.6426507
2015-02-01,A DIVISION,6,2,offpeak,4903,6259,78.3351973
2015-02-01,A DIVISION,6,2,peak,2655,3303,80.3814714
2015-02-01,A DIVISION,7,1,offpeak,9047,11654,77.6299983
2015-02-01,A DIVISION,7,1,peak,6587,10234,64.3638851
2015-02-01,A DIVISION,7,2,offpeak,2716,3192,85.0877193
2015-02-01,A DIVISION,7,2,peak,1569,1853,84.6735024
2015-02-01,A DIVISION,S 42nd,1,offpeak,4998,5094,98.1154299
2015-02-01,A DIVISION,S 42nd,1,peak,4411,5238,84.2115311
2015-02-01,A DIVISION,S 42nd,2,offpeak,1678,1704,98.4741784
2015-02-01,A DIVISION,S 42nd,2,peak,973,992,98.0846774
2015-02-01,B DIVISION,A,1,offpeak,11785,16089,73.2488035
2015-02-01,B DIVISION,A,1,peak,8098,12054,67.1810187
2015-02-01,B DIVISION,A,2,offpeak,3789,5570,68.0251346
2015-02-01,B DIVISION,A,2,peak,2035,3047,66.7870036
2015-02-01,B DIVISION,B,1,offpeak,6380,7861,81.1601577
2015-02-01,B DIVISION,B,1,peak,5000,7001,71.4183688
2015-02-01,B DIVISION,C,1,offpeak,8087,10077,80.2520591
2015-02-01,B DIVISION,C,1,peak,4590,6306,72.7878211
2015-02-01,B DIVISION,C,2,offpeak,2316,2725,84.9908257
2015-02-01,B DIVISION,C,2,peak,1317,1613,81.6491011
2015-02-01,B DIVISION,D,1,offpeak,9790,12062,81.1639861
2015-02-01,B DIVISION,D,1,peak,5969,8016,74.4635729
2015-02-01,B DIVISION,D,2,offpeak,3049,3815,79.921363
2015-02-01,B DIVISION,D,2,peak,1588,2021,78.5749629
2015-02-01,B DIVISION,E,1,offpeak,9265,12399,74.723768
2015-02-01,B DIVISION,E,1,peak,6184,9007,68.6577107
2015-02-01,B DIVISION,E,2,offpeak,2402,2893,83.0279986
2015-02-01,B DIVISION,E,2,peak,1265,1516,83.4432718
2015-02-01,B DIVISION,F,1,offpeak,13355,17561,76.0491999
2015-02-01,B DIVISION,F,1,peak,8974,12965,69.217123
2015-02-01,B DIVISION,F,2,offpeak,3338,4328,77.1256932
2015-02-01,B DIVISION,F,2,peak,1735,2258,76.8379097
2015-02-01,B DIVISION,G,1,offpeak,4360,4885,89.2528147
2015-02-01,B DIVISION,G,1,peak,2553,3044,83.869908
2015-02-01,B DIVISION,G,2,offpeak,1302,1422,91.5611814
2015-02-01,B DIVISION,G,2,peak,672,730,92.0547945
2015-02-01,B DIVISION,JZ,1,offpeak,7456,8981,83.0197083
2015-02-01,B DIVISION,JZ,1,peak,5035,6866,73.3323624
2015-02-01,B DIVISION,JZ,2,offpeak,2812,3089,91.0326967
2015-02-01,B DIVISION,JZ,2,peak,1607,1738,92.4626007
2015-02-01,B DIVISION,L,1,offpeak,15133,19798,76.4370138
2015-02-01,B DIVISION,L,1,peak,9282,13026,71.257485
2015-02-01,B DIVISION,L,2,offpeak,3638,4028,90.3177756
2015-02-01,B DIVISION,L,2,peak,1861,2069,89.9468342
2015-02-01,B DIVISION,M,1,offpeak,9585,12350,77.611336
2015-02-01,B DIVISION,M,1,peak,5563,7709,72.1624076
2015-02-01,B DIVISION,M,2,offpeak,1317,1377,95.6427015
2015-02-01,B DIVISION,M,2,peak,777,810,95.9259259
2015-02-01,B DIVISION,N,1,offpeak,11688,14815,78.8930138
2015-02-01,B DIVISION,N,1,peak,6305,8665,72.7639931
2015-02-01,B DIVISION,N,2,offpeak,4469,5624,79.4630156
2015-02-01,B DIVISION,N,2,peak,2286,2846,80.3232607
2015-02-01,B DIVISION,Q,1,offpeak,9093,11512,78.9871438
2015-02-01,B DIVISION,Q,1,peak,5408,7277,74.3163392
2015-02-01,B DIVISION,Q,2,offpeak,2608,3010,86.6445183
2015-02-01,B DIVISION,Q,2,peak,1370,1557,87.9897238
2015-02-01,B DIVISION,R,1,offpeak,11350,14584,77.8250137
2015-02-01,B DIVISION,R,1,peak,7167,10065,71.2071535
2015-02-01,B DIVISION,R,2,offpeak,3764,4824,78.026534
2015-02-01,B DIVISION,R,2,peak,2143,2590,82.7413127
2015-02-01,B DIVISION,S Fkln,1,offpeak,1553,1669,93.0497304
2015-02-01,B DIVISION,S Fkln,1,peak,981,1024,95.8007813
2015-02-01,B DIVISION,S Fkln,2,offpeak,461,482,95.6431535
2015-02-01,B DIVISION,S Fkln,2,peak,263,268,98.1343284
2015-02-01,B DIVISION,S Rock,1,offpeak,1486,1600,92.875
2015-02-01,B DIVISION,S Rock,1,peak,738,810,91.1111111
2015-02-01,B DIVISION,S Rock,2,offpeak,582,610,95.4098361
2015-02-01,B DIVISION,S Rock,2,peak,306,315,97.1428571
2015-03-01,A DIVISION,1,1,offpeak,21787,26588,81.9429818
2015-03-01,A DIVISION,1,1,peak,12807,17569,72.8954408
2015-03-01,A DIVISION,1,2,offpeak,5750,6628,86.7531684
2015-03-01,A DIVISION,1,2,peak,2696,3160,85.3164557
2015-03-01,A DIVISION,2,1,offpeak,21280,27974,76.070637
2015-03-01,A DIVISION,2,1,peak,12092,18588,65.0527222
2015-03-01,A DIVISION,2,2,offpeak,6324,8261,76.5524755
2015-03-01,A DIVISION,2,2,peak,3271,4199,77.8994999
2015-03-01,A DIVISION,3,1,offpeak,19159,23377,81.956624
2015-03-01,A DIVISION,3,1,peak,11165,15851,70.4371964
2015-03-01,A DIVISION,3,2,offpeak,6022,6882,87.5036327
2015-03-01,A DIVISION,3,2,peak,3039,3457,87.9085913
2015-03-01,A DIVISION,4,1,offpeak,24282,32115,75.6095283
2015-03-01,A DIVISION,4,1,peak,15260,24420,62.4897625
2015-03-01,A DIVISION,4,2,offpeak,7464,10078,74.062314
2015-03-01,A DIVISION,4,2,peak,4055,5455,74.335472
2015-03-01,A DIVISION,5,1,offpeak,17580,24814,70.8471024
2015-03-01,A DIVISION,5,1,peak,12173,20590,59.1209325
2015-03-01,A DIVISION,5,2,offpeak,2460,2890,85.1211073
2015-03-01,A DIVISION,5,2,peak,1348,1560,86.4102564
2015-03-01,A DIVISION,6,1,offpeak,20819,30436,68.4025496
2015-03-01,A DIVISION,6,1,peak,13286,22110,60.0904568
2015-03-01,A DIVISION,6,2,offpeak,5223,6978,74.8495271
2015-03-01,A DIVISION,6,2,peak,2870,3686,77.8621812
2015-03-01,A DIVISION,7,1,offpeak,10157,13387,75.8721147
2015-03-01,A DIVISION,7,1,peak,7497,11160,67.1774194
2015-03-01,A DIVISION,7,2,offpeak,2233,2814,79.3532338
2015-03-01,A DIVISION,7,2,peak,1123,1473,76.2389681
2015-03-01,A DIVISION,S 42nd,1,offpeak,6070,6226,97.4943784
2015-03-01,A DIVISION,S 42nd,1,peak,5407,6402,84.4579819
2015-03-01,A DIVISION,S 42nd,2,offpeak,1864,1906,97.7964323
2015-03-01,A DIVISION,S 42nd,2,peak,1093,1100,99.3636364
2015-03-01,B DIVISION,A,1,offpeak,13322,18407,72.3746401
2015-03-01,B DIVISION,A,1,peak,9195,13634,67.4416899
2015-03-01,B DIVISION,A,2,offpeak,3838,4898,78.3585137
2015-03-01,B DIVISION,A,2,peak,2008,2589,77.5589031
2015-03-01,B DIVISION,B,1,offpeak,7963,9787,81.3630326
2015-03-01,B DIVISION,B,1,peak,5839,7800,74.8589744
2015-03-01,B DIVISION,C,1,offpeak,8753,11044,79.2557045
2015-03-01,B DIVISION,C,1,peak,4996,6830,73.147877
2015-03-01,B DIVISION,C,2,offpeak,2711,3116,87.0025674
2015-03-01,B DIVISION,C,2,peak,1519,1763,86.1599546
2015-03-01,B DIVISION,D,1,offpeak,11448,13931,82.176441
2015-03-01,B DIVISION,D,1,peak,7090,9271,76.4750297
2015-03-01,B DIVISION,D,2,offpeak,4132,4982,82.9385789
2015-03-01,B DIVISION,D,2,peak,2086,2532,82.385466
2015-03-01,B DIVISION,E,1,offpeak,10855,14455,75.0951228
2015-03-01,B DIVISION,E,1,peak,7345,10570,69.4891202
2015-03-01,B DIVISION,E,2,offpeak,2849,3400,83.7941176
2015-03-01,B DIVISION,E,2,peak,1544,1823,84.6955568
2015-03-01,B DIVISION,F,1,offpeak,16366,21415,76.4230679
2015-03-01,B DIVISION,F,1,peak,11531,16034,71.9159287
2015-03-01,B DIVISION,F,2,offpeak,4490,5610,80.0356506
2015-03-01,B DIVISION,F,2,peak,2337,2889,80.8930426
2015-03-01,B DIVISION,G,1,offpeak,4859,5528,87.897974
2015-03-01,B DIVISION,G,1,peak,2895,3443,84.083648
2015-03-01,B DIVISION,G,2,offpeak,1346,1552,86.7268041
2015-03-01,B DIVISION,G,2,peak,737,833,88.4753902
2015-03-01,B DIVISION,JZ,1,offpeak,6723,7797,86.2254713
2015-03-01,B DIVISION,JZ,1,peak,4519,5946,76.0006727
2015-03-01,B DIVISION,JZ,2,offpeak,2024,2303,87.8853669
2015-03-01,B DIVISION,JZ,2,peak,1091,1209,90.2398677
2015-03-01,B DIVISION,L,1,offpeak,17301,21858,79.151798
2015-03-01,B DIVISION,L,1,peak,11168,15041,74.2503823
2015-03-01,B DIVISION,L,2,offpeak,6442,8092,79.6094909
2015-03-01,B DIVISION,L,2,peak,3023,3964,76.2613522
2015-03-01,B DIVISION,M,1,offpeak,10714,13619,78.6695058
2015-03-01,B DIVISION,M,1,peak,6138,8471,72.4589777
2015-03-01,B DIVISION,M,2,offpeak,1125,1189,94.6173255
2015-03-01,B DIVISION,M,2,peak,649,676,96.0059172
2015-03-01,B DIVISION,N,1,offpeak,13360,16652,80.2306029
2015-03-01,B DIVISION,N,1,peak,7513,9738,77.1513658
2015-03-01,B DIVISION,N,2,offpeak,5441,6617,82.2275956
2015-03-01,B DIVISION,N,2,peak,2749,3285,83.6834094
2015-03-01,B DIVISION,Q,1,offpeak,10691,12968,82.4413942
2015-03-01,B DIVISION,Q,1,peak,6335,8126,77.9596357
2015-03-01,B DIVISION,Q,2,offpeak,3769,4320,87.2453704
2015-03-01,B DIVISION,Q,2,peak,2054,2359,87.0707927
2015-03-01,B DIVISION,R,1,offpeak,12484,16380,76.2148962
2015-03-01,B DIVISION,R,1,peak,8329,11462,72.6662014
2015-03-01,B DIVISION,R,2,offpeak,4179,5007,83.4631516
2015-03-01,B DIVISION,R,2,peak,2230,2652,84.0874811
2015-03-01,B DIVISION,S Fkln,1,offpeak,1808,1945,92.9562982
2015-03-01,B DIVISION,S Fkln,1,peak,1165,1202,96.921797
2015-03-01,B DIVISION,S Fkln,2,offpeak,485,503,96.4214712
2015-03-01,B DIVISION,S Fkln,2,peak,266,277,96.0288809
2015-03-01,B DIVISION,S Rock,1,offpeak,1713,1858,92.1959096
2015-03-01,B DIVISION,S Rock,1,peak,859,942,91.1889597
2015-03-01,B DIVISION,S Rock,2,offpeak,574,596,96.3087248
2015-03-01,B DIVISION,S Rock,2,peak,288,319,90.2821317
2015-04-01,A DIVISION,1,1,offpeak,20575,25406,80.9848067
2015-04-01,A DIVISION,1,1,peak,12784,16779,76.1904762
2015-04-01,A DIVISION,1,2,offpeak,4166,4804,86.7194005
2015-04-01,A DIVISION,1,2,peak,2072,2342,88.471392
2015-04-01,A DIVISION,2,1,offpeak,21362,28353,75.3429972
2015-04-01,A DIVISION,2,1,peak,12793,18678,68.4923439
2015-04-01,A DIVISION,2,2,offpeak,4457,5528,80.6259045
2015-04-01,A DIVISION,2,2,peak,2311,2807,82.3298896
2015-04-01,A DIVISION,3,1,offpeak,19928,24497,81.3487366
2015-04-01,A DIVISION,3,1,peak,11795,15928,74.0519839
2015-04-01,A DIVISION,3,2,offpeak,4001,4573,87.4917997
2015-04-01,A DIVISION,3,2,peak,2035,2311,88.0571181
2015-04-01,A DIVISION,4,1,offpeak,25131,32117,78.2482797
2015-04-01,A DIVISION,4,1,peak,16092,24420,65.8968059
2015-04-01,A DIVISION,4,2,offpeak,5147,7037,73.1419639
2015-04-01,A DIVISION,4,2,peak,2947,3828,76.985371
2015-04-01,A DIVISION,5,1,offpeak,18246,25400,71.8346457
2015-04-01,A DIVISION,5,1,peak,12738,20592,61.8589744
2015-04-01,A DIVISION,5,2,offpeak,1945,2267,85.7962064
2015-04-01,A DIVISION,5,2,peak,1111,1231,90.2518278
2015-04-01,A DIVISION,6,1,offpeak,20705,30309,68.3130423
2015-04-01,A DIVISION,6,1,peak,13919,22132,62.8908368
2015-04-01,A DIVISION,6,2,offpeak,3415,4694,72.7524499
2015-04-01,A DIVISION,6,2,peak,1878,2481,75.6952842
2015-04-01,A DIVISION,7,1,offpeak,10352,13942,74.2504662
2015-04-01,A DIVISION,7,1,peak,8029,11818,67.9387375
2015-04-01,A DIVISION,7,2,offpeak,3078,3838,80.1980198
2015-04-01,A DIVISION,7,2,peak,1770,2245,78.8418708
2015-04-01,A DIVISION,S 42nd,1,offpeak,6100,6227,97.9604946
2015-04-01,A DIVISION,S 42nd,1,peak,5464,6402,85.3483286
2015-04-01,A DIVISION,S 42nd,2,offpeak,1547,1704,90.786385
2015-04-01,A DIVISION,S 42nd,2,peak,862,992,86.8951613
2015-04-01,B DIVISION,A,1,offpeak,14287,18905,75.5725998
2015-04-01,B DIVISION,A,1,peak,10270,14562,70.5260266
2015-04-01,B DIVISION,A,2,offpeak,4388,5737,76.4859683
2015-04-01,B DIVISION,A,2,peak,2316,3051,75.9095379
2015-04-01,B DIVISION,B,1,offpeak,8320,10124,82.1809561
2015-04-01,B DIVISION,B,1,peak,6452,8309,77.6507402
2015-04-01,B DIVISION,C,1,offpeak,9379,11292,83.0588027
2015-04-01,B DIVISION,C,1,peak,5535,7112,77.8262092
2015-04-01,B DIVISION,C,2,offpeak,2651,3079,86.0993829
2015-04-01,B DIVISION,C,2,peak,1498,1740,86.091954
2015-04-01,B DIVISION,D,1,offpeak,12013,14450,83.1349481
2015-04-01,B DIVISION,D,1,peak,7521,9550,78.7539267
2015-04-01,B DIVISION,D,2,offpeak,3835,4684,81.8744663
2015-04-01,B DIVISION,D,2,peak,1947,2395,81.2943633
2015-04-01,B DIVISION,E,1,offpeak,9403,12458,75.4776048
2015-04-01,B DIVISION,E,1,peak,7126,9680,73.6157025
2015-04-01,B DIVISION,E,2,offpeak,2143,2464,86.9724026
2015-04-01,B DIVISION,E,2,peak,1128,1301,86.7025365
2015-04-01,B DIVISION,F,1,offpeak,17197,22168,77.5757849
2015-04-01,B DIVISION,F,1,peak,12491,16857,74.0997805
2015-04-01,B DIVISION,F,2,offpeak,3762,4673,80.5050289
2015-04-01,B DIVISION,F,2,peak,1929,2403,80.2746567
2015-04-01,B DIVISION,G,1,offpeak,4851,5508,88.0718954
2015-04-01,B DIVISION,G,1,peak,2943,3495,84.2060086
2015-04-01,B DIVISION,G,2,offpeak,1216,1322,91.9818457
2015-04-01,B DIVISION,G,2,peak,669,708,94.4915254
2015-04-01,B DIVISION,JZ,1,offpeak,6658,7816,85.1842375
2015-04-01,B DIVISION,JZ,1,peak,4675,6021,77.6449095
2015-04-01,B DIVISION,JZ,2,offpeak,2059,2236,92.0840787
2015-04-01,B DIVISION,JZ,2,peak,1151,1249,92.153723
2015-04-01,B DIVISION,L,1,offpeak,17878,22678,78.8341124
2015-04-01,B DIVISION,L,1,peak,11289,14916,75.6838294
2015-04-01,B DIVISION,L,2,offpeak,4454,5468,81.4557425
2015-04-01,B DIVISION,L,2,peak,2294,2755,83.2667877
2015-04-01,B DIVISION,M,1,offpeak,10475,12935,80.9818322
2015-04-01,B DIVISION,M,1,peak,6803,9077,74.9476699
2015-04-01,B DIVISION,M,2,offpeak,2195,2583,84.9787069
2015-04-01,B DIVISION,M,2,peak,1197,1348,88.7982196
2015-04-01,B DIVISION,N,1,offpeak,14261,17459,81.6827997
2015-04-01,B DIVISION,N,1,peak,8093,10326,78.3749758
2015-04-01,B DIVISION,N,2,offpeak,4238,5174,81.9095477
2015-04-01,B DIVISION,N,2,peak,2142,2598,82.448037
2015-04-01,B DIVISION,Q,1,offpeak,11625,13910,83.5729691
2015-04-01,B DIVISION,Q,1,peak,6898,8699,79.2964709
2015-04-01,B DIVISION,Q,2,offpeak,2665,2937,90.7388492
2015-04-01,B DIVISION,Q,2,peak,1345,1477,91.0629655
2015-04-01,B DIVISION,R,1,offpeak,13279,16931,78.4300986
2015-04-01,B DIVISION,R,1,peak,8841,12103,73.0480046
2015-04-01,B DIVISION,R,2,offpeak,3663,4500,81.4
2015-04-01,B DIVISION,R,2,peak,2025,2417,83.7815474
2015-04-01,B DIVISION,S Fkln,1,offpeak,1850,1914,96.6562173
2015-04-01,B DIVISION,S Fkln,1,peak,1158,1170,98.974359
2015-04-01,B DIVISION,S Fkln,2,offpeak,520,542,95.9409594
2015-04-01,B DIVISION,S Fkln,2,peak,304,306,99.3464052
2015-04-01,B DIVISION,S Rock,1,offpeak,1770,1899,93.206951
2015-04-01,B DIVISION,S Rock,1,peak,890,959,92.8050052
2015-04-01,B DIVISION,S Rock,2,offpeak,579,600,96.5
2015-04-01,B DIVISION,S Rock,2,peak,313,323,96.9040248
2015-05-01,A DIVISION,1,1,offpeak,18744,23004,81.4814815
2015-05-01,A DIVISION,1,1,peak,11667,15181,76.8526448
2015-05-01,A DIVISION,1,2,offpeak,6587,7462,88.2739212
2015-05-01,A DIVISION,1,2,peak,3131,3614,86.6353071
2015-05-01,A DIVISION,2,1,offpeak,18567,24479,75.8486866
2015-05-01,A DIVISION,2,1,peak,10847,16131,67.2431963
2015-05-01,A DIVISION,2,2,offpeak,6589,9187,71.72091
2015-05-01,A DIVISION,2,2,peak,3510,4685,74.9199573
2015-05-01,A DIVISION,3,1,offpeak,17333,21203,81.7478659
2015-05-01,A DIVISION,3,1,peak,10103,13755,73.4496547
2015-05-01,A DIVISION,3,2,offpeak,6127,7583,80.799156
2015-05-01,A DIVISION,3,2,peak,3205,3826,83.7689493
2015-05-01,A DIVISION,4,1,offpeak,21275,27720,76.7496392
2015-05-01,A DIVISION,4,1,peak,13215,21090,62.6600284
2015-05-01,A DIVISION,4,2,offpeak,8193,11160,73.4139785
2015-05-01,A DIVISION,4,2,peak,4492,6066,74.0520936
2015-05-01,A DIVISION,5,1,offpeak,15837,21993,72.0092757
2015-05-01,A DIVISION,5,1,peak,10650,17782,59.8920256
2015-05-01,A DIVISION,5,2,offpeak,2549,2906,87.7150723
2015-05-01,A DIVISION,5,2,peak,1392,1579,88.1570614
2015-05-01,A DIVISION,6,1,offpeak,18672,26352,70.856102
2015-05-01,A DIVISION,6,1,peak,12424,19392,64.0676568
2015-05-01,A DIVISION,6,2,offpeak,5987,8001,74.8281465
2015-05-01,A DIVISION,6,2,peak,3200,4243,75.4183361
2015-05-01,A DIVISION,7,1,offpeak,10477,13711,76.413099
2015-05-01,A DIVISION,7,1,peak,7952,11598,68.5635454
2015-05-01,A DIVISION,7,2,offpeak,4173,5173,80.6688575
2015-05-01,A DIVISION,7,2,peak,2565,3290,77.9635258
2015-05-01,A DIVISION,S 42nd,1,offpeak,5461,5663,96.432986
2015-05-01,A DIVISION,S 42nd,1,peak,4680,5820,80.4123711
2015-05-01,A DIVISION,S 42nd,2,offpeak,2120,2130,99.5305164
2015-05-01,A DIVISION,S 42nd,2,peak,1235,1240,99.5967742
2015-05-01,B DIVISION,A,1,offpeak,12460,17059,73.0406237
2015-05-01,B DIVISION,A,1,peak,8819,13038,67.6407424
2015-05-01,B DIVISION,A,2,offpeak,5555,7164,77.5404802
2015-05-01,B DIVISION,A,2,peak,2897,3783,76.5794343
2015-05-01,B DIVISION,B,1,offpeak,7333,9111,80.4851279
2015-05-01,B DIVISION,B,1,peak,5685,7437,76.4421138
2015-05-01,B DIVISION,C,1,offpeak,7898,9687,81.53195
2015-05-01,B DIVISION,C,1,peak,4589,6172,74.3519119
2015-05-01,B DIVISION,C,2,offpeak,3417,4088,83.5861057
2015-05-01,B DIVISION,C,2,peak,1941,2299,84.4280122
2015-05-01,B DIVISION,D,1,offpeak,10688,12909,82.7949493
2015-05-01,B DIVISION,D,1,peak,6757,8572,78.8264116
2015-05-01,B DIVISION,D,2,offpeak,4452,5447,81.7330641
2015-05-01,B DIVISION,D,2,peak,2264,2771,81.7033562
