month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2025-01-01,Manhattan,2,LCL/LTD,M103,Off-Peak,3271,4081,0.801519
2025-01-01,Manhattan,2,LCL/LTD,M103,Peak,1234,1600,0.77125
2025-01-01,Manhattan,1,LCL/LTD,M104,Off-Peak,8730,10369,0.841933
2025-01-01,Manhattan,1,LCL/LTD,M104,Peak,3217,4252,0.756585
2025-01-01,Manhattan,2,LCL/LTD,M104,Off-Peak,4231,5232,0.808677
2025-01-01,Manhattan,2,LCL/LTD,M104,Peak,1503,1883,0.798194
2025-01-01,Manhattan,1,LCL/LTD,M106,Off-Peak,3100,3696,0.838745
2025-01-01,Manhattan,1,LCL/LTD,M106,Peak,2392,3034,0.788398
2025-01-01,Manhattan,2,LCL/LTD,M106,Off-Peak,689,754,0.913793
2025-01-01,Manhattan,2,LCL/LTD,M106,Peak,273,304,0.898026
2025-01-01,Manhattan,1,LCL/LTD,M11,Off-Peak,18961,22810,0.831258
2025-01-01,Manhattan,1,LCL/LTD,M11,Peak,7461,10272,0.726343
2025-01-01,Manhattan,2,LCL/LTD,M11,Off-Peak,3947,5542,0.712198
2025-01-01,Manhattan,2,LCL/LTD,M11,Peak,1761,2461,0.715563
2025-01-01,Manhattan,1,LCL/LTD,M116,Off-Peak,14024,15677,0.894559
2025-01-01,Manhattan,1,LCL/LTD,M116,Peak,7099,8583,0.8271
2025-01-01,Manhattan,2,LCL/LTD,M116,Off-Peak,3041,3663,0.830194
2025-01-01,Manhattan,2,LCL/LTD,M116,Peak,1166,1433,0.813678
2025-01-01,Manhattan,1,LCL/LTD,M12,Off-Peak,2382,2593,0.918627
2025-01-01,Manhattan,1,LCL/LTD,M12,Peak,1029,1234,0.833874
2025-01-01,Manhattan,2,LCL/LTD,M12,Off-Peak,732,823,0.889429
2025-01-01,Manhattan,2,LCL/LTD,M12,Peak,336,395,0.850633
2025-01-01,Manhattan,1,LCL/LTD,M125,Off-Peak,14569,17649,0.825486
2025-01-01,Manhattan,1,LCL/LTD,M125,Peak,4836,6954,0.695427
2025-01-01,Manhattan,2,LCL/LTD,M125,Off-Peak,4381,5158,0.84936
2025-01-01,Manhattan,2,LCL/LTD,M125,Peak,1511,1799,0.839911
2025-01-01,Manhattan,1,SBS,M14A+,Off-Peak,4016,4446,0.903284
2025-01-01,Manhattan,1,SBS,M14A+,Peak,1505,1885,0.798408
2025-01-01,Manhattan,2,SBS,M14A+,Off-Peak,970,1074,0.903166
2025-01-01,Manhattan,2,SBS,M14A+,Peak,380,421,0.902613
2025-01-01,Manhattan,1,SBS,M14D+,Off-Peak,9562,10407,0.918805
2025-01-01,Manhattan,1,SBS,M14D+,Peak,4264,5054,0.843688
2025-01-01,Manhattan,2,SBS,M14D+,Off-Peak,2205,2436,0.905172
2025-01-01,Manhattan,2,SBS,M14D+,Peak,817,912,0.895833
2025-01-01,Manhattan,1,LCL/LTD,M15,Off-Peak,27302,32629,0.83674
2025-01-01,Manhattan,1,LCL/LTD,M15,Peak,8283,11320,0.731714
2025-01-01,Manhattan,2,LCL/LTD,M15,Off-Peak,7281,8808,0.826635
2025-01-01,Manhattan,2,LCL/LTD,M15,Peak,2447,3044,0.803876
2025-01-01,Manhattan,1,SBS,M15+,Off-Peak,8544,10730,0.796272
2025-01-01,Manhattan,1,SBS,M15+,Peak,4867,6358,0.765492
2025-01-01,Manhattan,2,SBS,M15+,Off-Peak,2264,2818,0.803407
2025-01-01,Manhattan,2,SBS,M15+,Peak,837,1074,0.77933
2025-01-01,Manhattan,1,LCL/LTD,M2,Off-Peak,9632,11677,0.824869
2025-01-01,Manhattan,1,LCL/LTD,M2,Peak,3923,5315,0.7381
2025-01-01,Manhattan,2,LCL/LTD,M2,Off-Peak,2401,3108,0.772523
2025-01-01,Manhattan,2,LCL/LTD,M2,Peak,912,1217,0.749384
2025-01-01,Manhattan,1,LCL/LTD,M20,Off-Peak,5201,6352,0.818797
2025-01-01,Manhattan,1,LCL/LTD,M20,Peak,2203,3023,0.728746
2025-01-01,Manhattan,2,LCL/LTD,M20,Off-Peak,2237,2722,0.821822
2025-01-01,Manhattan,2,LCL/LTD,M20,Peak,716,942,0.760085
2025-01-01,Manhattan,1,LCL/LTD,M21,Off-Peak,3934,4388,0.896536
2025-01-01,Manhattan,1,LCL/LTD,M21,Peak,2284,2835,0.805644
