month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2015-02-01,Bronx,2,LCL/LTD,BX17,Peak,1487,1991,0.746860874
2015-02-01,Bronx,2,LCL/LTD,BX18,Off-Peak,395,453,0.87196468
2015-02-01,Bronx,2,LCL/LTD,BX18,Peak,169,213,0.79342723
2015-02-01,Bronx,2,LCL/LTD,BX19,Off-Peak,9296,13399,0.693783118
2015-02-01,Bronx,2,LCL/LTD,BX19,Peak,3612,5192,0.69568567
2015-02-01,Bronx,2,LCL/LTD,BX2,Off-Peak,2129,4612,0.461621856
2015-02-01,Bronx,2,LCL/LTD,BX2,Peak,940,2116,0.444234405
2015-02-01,Bronx,2,LCL/LTD,BX21,Off-Peak,5448,7340,0.742234332
2015-02-01,Bronx,2,LCL/LTD,BX21,Peak,1692,2708,0.624815362
2015-02-01,Bronx,2,LCL/LTD,BX22,Off-Peak,4969,7454,0.666621948
2015-02-01,Bronx,2,LCL/LTD,BX22,Peak,1770,2860,0.618881119
2015-02-01,Bronx,2,LCL/LTD,BX23,Off-Peak,524,1222,0.428805237
2015-02-01,Bronx,2,LCL/LTD,BX23,Peak,253,534,0.473782772
2015-02-01,Bronx,2,LCL/LTD,BX24,Off-Peak,418,780,0.535897436
2015-02-01,Bronx,2,LCL/LTD,BX24,Peak,208,354,0.587570621
2015-02-01,Bronx,2,LCL/LTD,BX26,Off-Peak,2948,4125,0.714666667
2015-02-01,Bronx,2,LCL/LTD,BX26,Peak,1296,1806,0.717607973
2015-02-01,Bronx,2,LCL/LTD,BX27,Off-Peak,2932,3592,0.816258352
2015-02-01,Bronx,2,LCL/LTD,BX27,Peak,1198,1568,0.764030612
2015-02-01,Bronx,2,LCL/LTD,BX28,Off-Peak,3060,4172,0.73346117
2015-02-01,Bronx,2,LCL/LTD,BX28,Peak,929,1392,0.667385057
2015-02-01,Bronx,2,LCL/LTD,BX29,Off-Peak,707,1133,0.624007061
2015-02-01,Bronx,2,LCL/LTD,BX29,Peak,288,451,0.638580931
2015-02-01,Bronx,2,LCL/LTD,BX3,Off-Peak,4612,5874,0.78515492
2015-02-01,Bronx,2,LCL/LTD,BX3,Peak,1824,2471,0.738162687
2015-02-01,Bronx,2,LCL/LTD,BX30,Off-Peak,3007,3994,0.752879319
2015-02-01,Bronx,2,LCL/LTD,BX30,Peak,1205,1646,0.732077764
2015-02-01,Bronx,2,LCL/LTD,BX31,Off-Peak,1719,2622,0.655606407
2015-02-01,Bronx,2,LCL/LTD,BX31,Peak,669,1074,0.622905028
2015-02-01,Bronx,2,LCL/LTD,BX32,Off-Peak,1130,1687,0.669828097
2015-02-01,Bronx,2,LCL/LTD,BX32,Peak,399,698,0.571633238
2015-02-01,Bronx,2,LCL/LTD,BX33,Off-Peak,1064,1529,0.69587966
2015-02-01,Bronx,2,LCL/LTD,BX33,Peak,596,801,0.744069913
2015-02-01,Bronx,2,LCL/LTD,BX34,Off-Peak,1337,2059,0.649344342
2015-02-01,Bronx,2,LCL/LTD,BX34,Peak,632,936,0.675213675
2015-02-01,Bronx,2,LCL/LTD,BX35,Off-Peak,7127,9213,0.77358081
2015-02-01,Bronx,2,LCL/LTD,BX35,Peak,2650,3589,0.738367233
2015-02-01,Bronx,2,LCL/LTD,BX36,Off-Peak,9601,13531,0.709555835
2015-02-01,Bronx,2,LCL/LTD,BX36,Peak,3647,5381,0.677755064
2015-02-01,Bronx,2,LCL/LTD,BX38,Off-Peak,1908,2811,0.678762006
2015-02-01,Bronx,2,LCL/LTD,BX38,Peak,664,1034,0.642166344
2015-02-01,Bronx,2,LCL/LTD,BX39,Off-Peak,4622,7296,0.633497807
2015-02-01,Bronx,2,LCL/LTD,BX39,Peak,1723,2923,0.589462881
2015-02-01,Bronx,2,LCL/LTD,BX4,Off-Peak,2015,3013,0.668768669
2015-02-01,Bronx,2,LCL/LTD,BX4,Peak,708,1120,0.632142857
2015-02-01,Bronx,2,LCL/LTD,BX40,Off-Peak,3011,4597,0.654992386
2015-02-01,Bronx,2,LCL/LTD,BX40,Peak,828,1474,0.561736771
2015-02-01,Bronx,2,LCL/LTD,BX41,Off-Peak,4864,6487,0.749807307
2015-02-01,Bronx,2,LCL/LTD,BX41,Peak,1717,2374,0.723251896
2015-02-01,Bronx,2,LCL/LTD,BX42,Off-Peak,3060,4928,0.620941558
2015-02-01,Bronx,2,LCL/LTD,BX42,Peak,1108,1885,0.587798408
2015-02-01,Bronx,2,LCL/LTD,BX46,Off-Peak,279,369,0.756097561
2015-02-01,Bronx,2,LCL/LTD,BX46,Peak,72,110,0.654545455
2015-02-01,Bronx,2,LCL/LTD,BX4A,Off-Peak,1569,2410,0.651037344
2015-02-01,Bronx,2,LCL/LTD,BX4A,Peak,677,1038,0.6522158
2015-02-01,Bronx,2,LCL/LTD,BX5,Off-Peak,2933,4597,0.638024799
2015-02-01,Bronx,2,LCL/LTD,BX5,Peak,1217,1842,0.660694897
2015-02-01,Bronx,2,LCL/LTD,BX6,Off-Peak,5187,7375,0.703322034
2015-02-01,Bronx,2,LCL/LTD,BX6,Peak,1992,2890,0.689273356
2015-02-01,Bronx,2,LCL/LTD,BX7,Off-Peak,4403,7185,0.612804454
2015-02-01,Bronx,2,LCL/LTD,BX7,Peak,1729,2902,0.595796003
2015-02-01,Bronx,2,LCL/LTD,BX8,Off-Peak,1882,2895,0.650086356
2015-02-01,Bronx,2,LCL/LTD,BX8,Peak,855,1332,0.641891892
2015-02-01,Bronx,2,LCL/LTD,BX9,Off-Peak,4919,7633,0.644438622
2015-02-01,Bronx,2,LCL/LTD,BX9,Peak,1769,2971,0.595422417
2015-02-01,Bronx,1,SBS,BX12+,Off-Peak,4464,5556,0.803455724
2015-02-01,Bronx,1,SBS,BX12+,Peak,2041,2967,0.687900236
2015-02-01,Bronx,1,SBS,BX41+,Off-Peak,1482,1852,0.800215983
2015-02-01,Bronx,1,SBS,BX41+,Peak,705,1051,0.670789724
2015-02-01,Bronx,2,SBS,BX12+,Off-Peak,1660,2321,0.715208962
2015-02-01,Bronx,2,SBS,BX12+,Peak,753,1076,0.699814126
2015-02-01,Bronx,2,SBS,BX41+,Off-Peak,480,871,0.5510907
2015-02-01,Bronx,2,SBS,BX41+,Peak,243,445,0.546067416
2015-02-01,Brooklyn,1,EXP,BM1,Off-Peak,1029,1361,0.756061719
2015-02-01,Brooklyn,1,EXP,BM1,Peak,758,1195,0.634309623
2015-02-01,Brooklyn,1,EXP,BM2,Off-Peak,1036,1322,0.78366112
2015-02-01,Brooklyn,1,EXP,BM2,Peak,665,1074,0.619180633
2015-02-01,Brooklyn,1,EXP,BM3,Off-Peak,1070,1339,0.799103809
2015-02-01,Brooklyn,1,EXP,BM3,Peak,644,1033,0.623426912
2015-02-01,Brooklyn,1,EXP,BM4,Off-Peak,641,766,0.836814621
2015-02-01,Brooklyn,1,EXP,BM4,Peak,654,974,0.671457906
2015-02-01,Brooklyn,1,EXP,BM5,Off-Peak,499,577,0.864818024
2015-02-01,Brooklyn,1,EXP,BM5,Peak,348,485,0.717525773
2015-02-01,Brooklyn,1,EXP,X27,Off-Peak,2394,2842,0.842364532
2015-02-01,Brooklyn,1,EXP,X27,Peak,1057,1390,0.760431655
2015-02-01,Brooklyn,1,EXP,X28,Off-Peak,2163,2551,0.847902783
2015-02-01,Brooklyn,1,EXP,X28,Peak,1431,1872,0.764423077
2015-02-01,Brooklyn,1,EXP,X37,Off-Peak,117,126,0.928571429
2015-02-01,Brooklyn,1,EXP,X37,Peak,872,1221,0.714168714
2015-02-01,Brooklyn,1,EXP,X38,Off-Peak,81,91,0.89010989
2015-02-01,Brooklyn,1,EXP,X38,Peak,1074,1393,0.770997846
2015-02-01,Brooklyn,2,EXP,BM1,Off-Peak,163,211,0.772511848
2015-02-01,Brooklyn,2,EXP,BM1,Peak,62,83,0.746987952
2015-02-01,Brooklyn,2,EXP,BM2,Off-Peak,212,257,0.824902724
2015-02-01,Brooklyn,2,EXP,BM2,Peak,80,90,0.888888889
2015-02-01,Brooklyn,2,EXP,BM3,Off-Peak,195,259,0.752895753
2015-02-01,Brooklyn,2,EXP,BM3,Peak,82,96,0.854166667
2015-02-01,Brooklyn,2,EXP,BM4,Off-Peak,155,200,0.775
2015-02-01,Brooklyn,2,EXP,BM4,Peak,51,64,0.796875
2015-02-01,Brooklyn,2,EXP,BM5,Off-Peak,81,96,0.84375
2015-02-01,Brooklyn,2,EXP,BM5,Peak,28,29,0.965517241
2015-02-01,Brooklyn,2,EXP,X27,Off-Peak,799,920,0.868478261
2015-02-01,Brooklyn,2,EXP,X27,Peak,297,379,0.783641161
2015-02-01,Brooklyn,1,LCL/LTD,B1,Off-Peak,10886,13763,0.790961273
2015-02-01,Brooklyn,1,LCL/LTD,B1,Peak,4501,6556,0.686546675
2015-02-01,Brooklyn,1,LCL/LTD,B100,Off-Peak,2443,2890,0.84532872
2015-02-01,Brooklyn,1,LCL/LTD,B100,Peak,1762,2392,0.736622074
2015-02-01,Brooklyn,1,LCL/LTD,B103,Off-Peak,11010,14569,0.755714188
2015-02-01,Brooklyn,1,LCL/LTD,B103,Peak,5252,7867,0.667598831
2015-02-01,Brooklyn,1,LCL/LTD,B11,Off-Peak,9467,12123,0.780912315
2015-02-01,Brooklyn,1,LCL/LTD,B11,Peak,4048,6202,0.65269268
2015-02-01,Brooklyn,1,LCL/LTD,B12,Off-Peak,10757,14981,0.718042854
2015-02-01,Brooklyn,1,LCL/LTD,B12,Peak,3665,6200,0.591129032
2015-02-01,Brooklyn,1,LCL/LTD,B13,Off-Peak,7150,9881,0.723610971
2015-02-01,Brooklyn,1,LCL/LTD,B13,Peak,3146,4970,0.632997988
2015-02-01,Brooklyn,1,LCL/LTD,B14,Off-Peak,6589,8791,0.749516551
2015-02-01,Brooklyn,1,LCL/LTD,B14,Peak,2560,4013,0.637926738
2015-02-01,Brooklyn,1,LCL/LTD,B15,Off-Peak,15681,22024,0.711996004
2015-02-01,Brooklyn,1,LCL/LTD,B15,Peak,4853,7908,0.613682347
2015-02-01,Brooklyn,1,LCL/LTD,B16,Off-Peak,8034,10062,0.798449612
2015-02-01,Brooklyn,1,LCL/LTD,B16,Peak,4083,6018,0.678464606
2015-02-01,Brooklyn,1,LCL/LTD,B17,Off-Peak,7420,9121,0.813507291
2015-02-01,Brooklyn,1,LCL/LTD,B17,Peak,3475,5091,0.682577097
2015-02-01,Brooklyn,1,LCL/LTD,B2,Off-Peak,2580,2903,0.888735791
2015-02-01,Brooklyn,1,LCL/LTD,B2,Peak,1074,1439,0.746351633
2015-02-01,Brooklyn,1,LCL/LTD,B20,Off-Peak,11638,14688,0.792347495
2015-02-01,Brooklyn,1,LCL/LTD,B20,Peak,4759,7182,0.662628794
2015-02-01,Brooklyn,1,LCL/LTD,B24,Off-Peak,2587,3469,0.745748054
2015-02-01,Brooklyn,1,LCL/LTD,B24,Peak,906,1563,0.579654511
2015-02-01,Brooklyn,1,LCL/LTD,B25,Off-Peak,8352,12050,0.693112033
2015-02-01,Brooklyn,1,LCL/LTD,B25,Peak,2836,4693,0.604304283
2015-02-01,Brooklyn,1,LCL/LTD,B26,Off-Peak,10439,13850,0.753718412
2015-02-01,Brooklyn,1,LCL/LTD,B26,Peak,3579,5752,0.622218359
2015-02-01,Brooklyn,1,LCL/LTD,B3,Off-Peak,12302,16311,0.754214947
2015-02-01,Brooklyn,1,LCL/LTD,B3,Peak,5101,7786,0.65515027
2015-02-01,Brooklyn,1,LCL/LTD,B31,Off-Peak,3029,3255,0.930568356
2015-02-01,Brooklyn,1,LCL/LTD,B31,Peak,1191,1538,0.774382315
2015-02-01,Brooklyn,1,LCL/LTD,B32,Off-Peak,779,993,0.78449144
2015-02-01,Brooklyn,1,LCL/LTD,B32,Peak,391,552,0.708333333
2015-02-01,Brooklyn,1,LCL/LTD,B35,Off-Peak,18189,22471,0.809443282
2015-02-01,Brooklyn,1,LCL/LTD,B35,Peak,5653,8454,0.668677549
2015-02-01,Brooklyn,1,LCL/LTD,B36,Off-Peak,6782,8392,0.80815062
2015-02-01,Brooklyn,1,LCL/LTD,B36,Peak,3520,5052,0.696753761
2015-02-01,Brooklyn,1,LCL/LTD,B37,Off-Peak,4727,5571,0.848501167
2015-02-01,Brooklyn,1,LCL/LTD,B37,Peak,1629,2116,0.769848771
2015-02-01,Brooklyn,1,LCL/LTD,B38,Off-Peak,19131,25578,0.747947455
2015-02-01,Brooklyn,1,LCL/LTD,B38,Peak,8089,12345,0.655245038
2015-02-01,Brooklyn,1,LCL/LTD,B4,Off-Peak,6779,7922,0.855718253
2015-02-01,Brooklyn,1,LCL/LTD,B4,Peak,3228,4515,0.714950166
2015-02-01,Brooklyn,1,LCL/LTD,B41,Off-Peak,19650,26966,0.728695394
2015-02-01,Brooklyn,1,LCL/LTD,B41,Peak,7979,12448,0.640986504
2015-02-01,Brooklyn,1,LCL/LTD,B43,Off-Peak,10649,13946,0.763588126
2015-02-01,Brooklyn,1,LCL/LTD,B43,Peak,4053,6305,0.642823156
2015-02-01,Brooklyn,1,LCL/LTD,B44,Off-Peak,15039,19423,0.774288215
2015-02-01,Brooklyn,1,LCL/LTD,B44,Peak,5003,7714,0.648561058
2015-02-01,Brooklyn,1,LCL/LTD,B45,Off-Peak,6033,8769,0.687991789
2015-02-01,Brooklyn,1,LCL/LTD,B45,Peak,2478,4032,0.614583333
2015-02-01,Brooklyn,1,LCL/LTD,B46,Off-Peak,38799,52417,0.74019879
2015-02-01,Brooklyn,1,LCL/LTD,B46,Peak,16597,25737,0.644869254
2015-02-01,Brooklyn,1,LCL/LTD,B47,Off-Peak,12549,17265,0.726846221
2015-02-01,Brooklyn,1,LCL/LTD,B47,Peak,5177,8495,0.609417304
2015-02-01,Brooklyn,1,LCL/LTD,B48,Off-Peak,7197,9369,0.76817163
2015-02-01,Brooklyn,1,LCL/LTD,B48,Peak,2134,3543,0.602314423
2015-02-01,Brooklyn,1,LCL/LTD,B49,Off-Peak,14761,19054,0.774692978
2015-02-01,Brooklyn,1,LCL/LTD,B49,Peak,5426,8236,0.658814959
2015-02-01,Brooklyn,1,LCL/LTD,B52,Off-Peak,12087,15298,0.790103281
2015-02-01,Brooklyn,1,LCL/LTD,B52,Peak,4661,7339,0.63510015
2015-02-01,Brooklyn,1,LCL/LTD,B54,Off-Peak,6509,8085,0.805071119
2015-02-01,Brooklyn,1,LCL/LTD,B54,Peak,2475,3678,0.672920065
2015-02-01,Brooklyn,1,LCL/LTD,B57,Off-Peak,6991,9865,0.708667005
2015-02-01,Brooklyn,1,LCL/LTD,B57,Peak,2640,4438,0.594862551
2015-02-01,Brooklyn,1,LCL/LTD,B6,Off-Peak,31692,41480,0.764030858
2015-02-01,Brooklyn,1,LCL/LTD,B6,Peak,10801,17509,0.616882746
2015-02-01,Brooklyn,1,LCL/LTD,B60,Off-Peak,9168,12838,0.714129927
2015-02-01,Brooklyn,1,LCL/LTD,B60,Peak,3619,6116,0.591726619
2015-02-01,Brooklyn,1,LCL/LTD,B61,Off-Peak,10948,12774,0.85705339
2015-02-01,Brooklyn,1,LCL/LTD,B61,Peak,4353,5845,0.744739093
2015-02-01,Brooklyn,1,LCL/LTD,B62,Off-Peak,7035,10082,0.697778219
2015-02-01,Brooklyn,1,LCL/LTD,B62,Peak,2623,4562,0.57496712
2015-02-01,Brooklyn,1,LCL/LTD,B63,Off-Peak,10693,12360,0.86512945
2015-02-01,Brooklyn,1,LCL/LTD,B63,Peak,4007,5466,0.733077205
2015-02-01,Brooklyn,1,LCL/LTD,B64,Off-Peak,7124,8111,0.878313402
2015-02-01,Brooklyn,1,LCL/LTD,B64,Peak,3171,4145,0.765018094
2015-02-01,Brooklyn,1,LCL/LTD,B65,Off-Peak,5285,7347,0.719341228
2015-02-01,Brooklyn,1,LCL/LTD,B65,Peak,2567,3966,0.647251639
2015-02-01,Brooklyn,1,LCL/LTD,B67,Off-Peak,6218,7953,0.78184333
2015-02-01,Brooklyn,1,LCL/LTD,B67,Peak,3004,4429,0.678256943
2015-02-01,Brooklyn,1,LCL/LTD,B68,Off-Peak,11849,14633,0.809745097
2015-02-01,Brooklyn,1,LCL/LTD,B68,Peak,4536,6573,0.690095847
2015-02-01,Brooklyn,1,LCL/LTD,B69,Off-Peak,4077,5216,0.781633436
2015-02-01,Brooklyn,1,LCL/LTD,B69,Peak,2561,3710,0.690296496
2015-02-01,Brooklyn,1,LCL/LTD,B7,Off-Peak,6702,8530,0.785697538
2015-02-01,Brooklyn,1,LCL/LTD,B7,Peak,2726,4387,0.621381354
2015-02-01,Brooklyn,1,LCL/LTD,B70,Off-Peak,6183,7214,0.857083449
2015-02-01,Brooklyn,1,LCL/LTD,B70,Peak,3031,3858,0.785640228
2015-02-01,Brooklyn,1,LCL/LTD,B74,Off-Peak,1499,1807,0.829551743
2015-02-01,Brooklyn,1,LCL/LTD,B74,Peak,975,1256,0.776273885
2015-02-01,Brooklyn,1,LCL/LTD,B8,Off-Peak,14185,17666,0.802954828
2015-02-01,Brooklyn,1,LCL/LTD,B8,Peak,5603,8074,0.693955908
2015-02-01,Brooklyn,1,LCL/LTD,B82,Off-Peak,15070,19715,0.764392594
2015-02-01,Brooklyn,1,LCL/LTD,B82,Peak,5151,7694,0.669482714
2015-02-01,Brooklyn,1,LCL/LTD,B83,Off-Peak,8815,11654,0.756392655
2015-02-01,Brooklyn,1,LCL/LTD,B83,Peak,4022,6022,0.667884424
2015-02-01,Brooklyn,1,LCL/LTD,B84,Off-Peak,560,618,0.906148867
2015-02-01,Brooklyn,1,LCL/LTD,B84,Peak,301,338,0.890532544
2015-02-01,Brooklyn,1,LCL/LTD,B9,Off-Peak,12089,14977,0.807170996
2015-02-01,Brooklyn,1,LCL/LTD,B9,Peak,5262,7676,0.685513288
2015-02-01,Brooklyn,2,LCL/LTD,B1,Off-Peak,5016,6688,0.75
2015-02-01,Brooklyn,2,LCL/LTD,B1,Peak,1933,2794,0.691839656
2015-02-01,Brooklyn,2,LCL/LTD,B100,Off-Peak,484,708,0.683615819
2015-02-01,Brooklyn,2,LCL/LTD,B100,Peak,204,319,0.639498433
2015-02-01,Brooklyn,2,LCL/LTD,B103,Off-Peak,3447,5444,0.633174137
2015-02-01,Brooklyn,2,LCL/LTD,B103,Peak,1316,2087,0.630570196
2015-02-01,Brooklyn,2,LCL/LTD,B11,Off-Peak,3121,4506,0.692632046
2015-02-01,Brooklyn,2,LCL/LTD,B11,Peak,1166,1808,0.644911504
2015-02-01,Brooklyn,2,LCL/LTD,B12,Off-Peak,4178,6313,0.661808966
2015-02-01,Brooklyn,2,LCL/LTD,B12,Peak,1429,2389,0.598158225
2015-02-01,Brooklyn,2,LCL/LTD,B13,Off-Peak,2738,3829,0.715069209
2015-02-01,Brooklyn,2,LCL/LTD,B13,Peak,912,1452,0.628099174
2015-02-01,Brooklyn,2,LCL/LTD,B14,Off-Peak,2281,3888,0.586676955
2015-02-01,Brooklyn,2,LCL/LTD,B14,Peak,811,1474,0.550203528
2015-02-01,Brooklyn,2,LCL/LTD,B15,Off-Peak,7088,12308,0.575885603
2015-02-01,Brooklyn,2,LCL/LTD,B15,Peak,2118,4017,0.527259149
2015-02-01,Brooklyn,2,LCL/LTD,B16,Off-Peak,3309,5017,0.659557504
2015-02-01,Brooklyn,2,LCL/LTD,B16,Peak,1328,2081,0.638154733
2015-02-01,Brooklyn,2,LCL/LTD,B17,Off-Peak,2436,3577,0.681017613
2015-02-01,Brooklyn,2,LCL/LTD,B17,Peak,884,1470,0.601360544
2015-02-01,Brooklyn,2,LCL/LTD,B2,Off-Peak,1042,1368,0.761695906
2015-02-01,Brooklyn,2,LCL/LTD,B2,Peak,338,531,0.63653484
2015-02-01,Brooklyn,2,LCL/LTD,B20,Off-Peak,3948,5459,0.723209379
2015-02-01,Brooklyn,2,LCL/LTD,B20,Peak,1501,2255,0.665631929
2015-02-01,Brooklyn,2,LCL/LTD,B24,Off-Peak,1296,1785,0.72605042
2015-02-01,Brooklyn,2,LCL/LTD,B24,Peak,534,722,0.739612188
2015-02-01,Brooklyn,2,LCL/LTD,B25,Off-Peak,3084,5587,0.551995704
2015-02-01,Brooklyn,2,LCL/LTD,B25,Peak,985,2066,0.476766699
2015-02-01,Brooklyn,2,LCL/LTD,B26,Off-Peak,4103,6090,0.673727422
2015-02-01,Brooklyn,2,LCL/LTD,B26,Peak,1511,2481,0.609028617
2015-02-01,Brooklyn,2,LCL/LTD,B3,Off-Peak,5601,8715,0.642685026
2015-02-01,Brooklyn,2,LCL/LTD,B3,Peak,2050,3381,0.606329488
2015-02-01,Brooklyn,2,LCL/LTD,B31,Off-Peak,1260,1529,0.824068018
2015-02-01,Brooklyn,2,LCL/LTD,B31,Peak,398,540,0.737037037
2015-02-01,Brooklyn,2,LCL/LTD,B32,Off-Peak,519,641,0.809672387
2015-02-01,Brooklyn,2,LCL/LTD,B32,Peak,245,334,0.733532934
2015-02-01,Brooklyn,2,LCL/LTD,B35,Off-Peak,8681,12629,0.687386175
2015-02-01,Brooklyn,2,LCL/LTD,B35,Peak,2902,4389,0.661198451
2015-02-01,Brooklyn,2,LCL/LTD,B36,Off-Peak,1980,2997,0.660660661
2015-02-01,Brooklyn,2,LCL/LTD,B36,Peak,667,1122,0.594474153
2015-02-01,Brooklyn,2,LCL/LTD,B37,Off-Peak,1313,1840,0.713586957
2015-02-01,Brooklyn,2,LCL/LTD,B37,Peak,431,715,0.602797203
2015-02-01,Brooklyn,2,LCL/LTD,B38,Off-Peak,6256,9145,0.684089666
2015-02-01,Brooklyn,2,LCL/LTD,B38,Peak,2235,3610,0.619113573
2015-02-01,Brooklyn,2,LCL/LTD,B4,Off-Peak,2738,3836,0.713764338
2015-02-01,Brooklyn,2,LCL/LTD,B4,Peak,983,1580,0.622151899
2015-02-01,Brooklyn,2,LCL/LTD,B41,Off-Peak,8457,12870,0.657109557
2015-02-01,Brooklyn,2,LCL/LTD,B41,Peak,3057,5117,0.597420363
2015-02-01,Brooklyn,2,LCL/LTD,B43,Off-Peak,3888,5548,0.700793079
2015-02-01,Brooklyn,2,LCL/LTD,B43,Peak,1290,1969,0.655154901
2015-02-01,Brooklyn,2,LCL/LTD,B44,Off-Peak,6277,9454,0.663951766
2015-02-01,Brooklyn,2,LCL/LTD,B44,Peak,2183,3197,0.682827651
2015-02-01,Brooklyn,2,LCL/LTD,B45,Off-Peak,2371,3897,0.608416731
2015-02-01,Brooklyn,2,LCL/LTD,B45,Peak,935,1581,0.591397849
2015-02-01,Brooklyn,2,LCL/LTD,B46,Off-Peak,16289,24190,0.673377429
2015-02-01,Brooklyn,2,LCL/LTD,B46,Peak,5863,9505,0.616833246
2015-02-01,Brooklyn,2,LCL/LTD,B47,Off-Peak,6044,9030,0.669324474
2015-02-01,Brooklyn,2,LCL/LTD,B47,Peak,1896,3299,0.574719612
2015-02-01,Brooklyn,2,LCL/LTD,B48,Off-Peak,3169,4486,0.706419973
2015-02-01,Brooklyn,2,LCL/LTD,B48,Peak,1012,1537,0.658425504
2015-02-01,Brooklyn,2,LCL/LTD,B49,Off-Peak,4767,6820,0.698973607
2015-02-01,Brooklyn,2,LCL/LTD,B49,Peak,1849,2634,0.701974184
2015-02-01,Brooklyn,2,LCL/LTD,B52,Off-Peak,4301,6328,0.679677623
2015-02-01,Brooklyn,2,LCL/LTD,B52,Peak,1331,2203,0.604176123
2015-02-01,Brooklyn,2,LCL/LTD,B54,Off-Peak,2068,3033,0.681833168
2015-02-01,Brooklyn,2,LCL/LTD,B54,Peak,739,1111,0.665166517
2015-02-01,Brooklyn,2,LCL/LTD,B57,Off-Peak,3042,4630,0.657019438
2015-02-01,Brooklyn,2,LCL/LTD,B57,Peak,1208,1959,0.616641143
2015-02-01,Brooklyn,2,LCL/LTD,B6,Off-Peak,10281,15622,0.658110357
2015-02-01,Brooklyn,2,LCL/LTD,B6,Peak,3735,6094,0.612897932
2015-02-01,Brooklyn,2,LCL/LTD,B60,Off-Peak,3982,6403,0.621895986
2015-02-01,Brooklyn,2,LCL/LTD,B60,Peak,1219,2108,0.578273245
2015-02-01,Brooklyn,2,LCL/LTD,B61,Off-Peak,3877,5151,0.752669385
2015-02-01,Brooklyn,2,LCL/LTD,B61,Peak,1356,1854,0.731391586
2015-02-01,Brooklyn,2,LCL/LTD,B62,Off-Peak,3341,5073,0.658584664
2015-02-01,Brooklyn,2,LCL/LTD,B62,Peak,1140,1812,0.629139073
2015-02-01,Brooklyn,2,LCL/LTD,B63,Off-Peak,4681,6152,0.760890767
2015-02-01,Brooklyn,2,LCL/LTD,B63,Peak,1699,2265,0.750110375
2015-02-01,Brooklyn,2,LCL/LTD,B64,Off-Peak,3222,4199,0.767325554
2015-02-01,Brooklyn,2,LCL/LTD,B64,Peak,1226,1693,0.724158299
2015-02-01,Brooklyn,2,LCL/LTD,B65,Off-Peak,1709,3123,0.547230227
2015-02-01,Brooklyn,2,LCL/LTD,B65,Peak,591,1183,0.499577346
2015-02-01,Brooklyn,2,LCL/LTD,B67,Off-Peak,1999,2745,0.728233151
2015-02-01,Brooklyn,2,LCL/LTD,B67,Peak,786,1036,0.758687259
2015-02-01,Brooklyn,2,LCL/LTD,B68,Off-Peak,5658,7477,0.75672061
2015-02-01,Brooklyn,2,LCL/LTD,B68,Peak,2052,2768,0.74132948
2015-02-01,Brooklyn,2,LCL/LTD,B69,Off-Peak,1521,2124,0.716101695
2015-02-01,Brooklyn,2,LCL/LTD,B69,Peak,659,1026,0.642300195
2015-02-01,Brooklyn,2,LCL/LTD,B7,Off-Peak,2136,2923,0.730756073
2015-02-01,Brooklyn,2,LCL/LTD,B7,Peak,908,1410,0.643971631
2015-02-01,Brooklyn,2,LCL/LTD,B70,Off-Peak,2326,3134,0.742182514
2015-02-01,Brooklyn,2,LCL/LTD,B70,Peak,805,1177,0.683942226
2015-02-01,Brooklyn,2,LCL/LTD,B74,Off-Peak,501,804,0.623134328
2015-02-01,Brooklyn,2,LCL/LTD,B74,Peak,203,330,0.615151515
2015-02-01,Brooklyn,2,LCL/LTD,B8,Off-Peak,5056,7932,0.637418053
2015-02-01,Brooklyn,2,LCL/LTD,B8,Peak,1849,3154,0.586239696
2015-02-01,Brooklyn,2,LCL/LTD,B82,Off-Peak,5047,8727,0.578320156
2015-02-01,Brooklyn,2,LCL/LTD,B82,Peak,2001,3403,0.588010579
2015-02-01,Brooklyn,2,LCL/LTD,B83,Off-Peak,3135,4823,0.650010367
2015-02-01,Brooklyn,2,LCL/LTD,B83,Peak,1127,2060,0.547087379
2015-02-01,Brooklyn,2,LCL/LTD,B84,Off-Peak,146,201,0.726368159
2015-02-01,Brooklyn,2,LCL/LTD,B84,Peak,36,51,0.705882353
2015-02-01,Brooklyn,2,LCL/LTD,B9,Off-Peak,5716,7449,0.767351322
2015-02-01,Brooklyn,2,LCL/LTD,B9,Peak,2067,2917,0.708604731
2015-02-01,Brooklyn,1,SBS,B44+,Off-Peak,5594,6771,0.826170433
2015-02-01,Brooklyn,1,SBS,B44+,Peak,3063,4029,0.760238273
2015-02-01,Brooklyn,2,SBS,B44+,Off-Peak,1856,2617,0.709209018
2015-02-01,Brooklyn,2,SBS,B44+,Peak,721,1135,0.635242291
2015-02-01,Manhattan,1,LCL/LTD,M1,Off-Peak,4970,7759,0.640546462
2015-02-01,Manhattan,1,LCL/LTD,M1,Peak,2209,4096,0.539306641
2015-02-01,Manhattan,1,LCL/LTD,M10,Off-Peak,7394,8929,0.828088252
2015-02-01,Manhattan,1,LCL/LTD,M10,Peak,2896,4119,0.703083273
2015-02-01,Manhattan,1,LCL/LTD,M100,Off-Peak,8468,11963,0.707849202
2015-02-01,Manhattan,1,LCL/LTD,M100,Peak,3323,5130,0.647758285
